Sequence Name	Annotation GO ID
TU8679	
TU8680	
TU8681	GO:0006099,GO:0030060
TU8682	GO:0006099,GO:0019752,GO:0030060
TU8684	GO:0003676,GO:0015074
TU8683	GO:0003676,GO:0015074
TU8685	GO:0006508,GO:0008234,GO:0044267
TU8686	GO:0003723,GO:0010468
TU8687	
TU8692	
TU8688	
TU8689	
TU8690	
TU8691	
TU8693	GO:0008420,GO:0043175,GO:0070940
TU8694	
TU8695	
TU8696	
TU8698	
TU8697	GO:0003341,GO:0005929,GO:0036158
TU8699	GO:0003924,GO:0005525
TU8700	GO:0003924,GO:0005525
TU8701	
TU8702	GO:0000070,GO:0007062,GO:0016407,GO:0045132
TU8703	GO:0000070,GO:0007062,GO:0016407,GO:0045132
TU8704	GO:0000070,GO:0007062,GO:0016407,GO:0045132
TU8705	GO:0000070,GO:0007062,GO:0016407,GO:0045132
TU8706	GO:0000398,GO:0005686,GO:0071011
TU8707	GO:0004322,GO:0006826,GO:0006879,GO:0008199
TU8708	
TU8709	GO:0004322,GO:0006826,GO:0006879,GO:0008199
TU8710	GO:0005524,GO:0005737,GO:0006457,GO:0016887,GO:0051082
TU8711	GO:0003676,GO:0015074
TU8712	GO:0016491
TU8713	
TU8714	
TU8721	GO:0006886,GO:0016192,GO:0030121
TU8716	
TU8722	
TU8723	
TU8715	GO:0004747,GO:0005524,GO:0005634,GO:0005737,GO:0019303,GO:0046835,GO:0046872
TU8717	GO:0004747,GO:0005524,GO:0005634,GO:0005737,GO:0019303,GO:0046835,GO:0046872
TU8718	GO:0004747,GO:0005524,GO:0005634,GO:0005737,GO:0019303,GO:0046835,GO:0046872
TU8719	
TU8720	GO:0004747,GO:0005524,GO:0005634,GO:0005737,GO:0019303,GO:0046835,GO:0046872
TU8724	GO:0003924,GO:0005525,GO:0016192,GO:0051649
TU8725	GO:0003924,GO:0005525,GO:0016192,GO:0051649
TU8726	GO:0004185,GO:0006508
TU8727	
TU8728	GO:0004185,GO:0006508
TU8730	GO:0005747
TU8729	GO:0005747
TU8731	
TU8733	
TU8732	
TU8735	
TU8734	
TU8738	GO:0000987,GO:0003700,GO:0005634,GO:0006355
TU8736	
TU8737	
TU8740	GO:0004046,GO:0005737,GO:0006520
TU8739	GO:0004046,GO:0005737,GO:0006520
TU8741	GO:0016020
TU8742	GO:0004806,GO:0005576,GO:0006629,GO:0046872
TU8743	GO:0004806,GO:0005576,GO:0006629,GO:0046872
TU8744	
TU8749	GO:0003924,GO:0005525,GO:0007165,GO:0016020
TU8745	
TU8746	GO:0003779,GO:0022604,GO:0030036,GO:0031267
TU8747	GO:0007010,GO:0022604
TU8748	GO:0003779,GO:0022604,GO:0030036,GO:0031267
TU8750	GO:0005847,GO:0006369,GO:0006378,GO:0008420,GO:0070940,GO:0106306,GO:0106307
TU8751	GO:0005847,GO:0006369,GO:0006378,GO:0008420,GO:0070940,GO:0106306,GO:0106307
TU8752	GO:0016627,GO:0050660
TU8753	
TU8754	
TU8755	GO:0005515,GO:0016279,GO:0018023
TU8756	GO:0005524,GO:0016887
TU8757	GO:0003677,GO:0005524,GO:0006260,GO:0016887
TU8759	GO:0003677,GO:0003917,GO:0005634,GO:0005694,GO:0006265
TU8760	GO:0003677,GO:0003917,GO:0005634,GO:0005694,GO:0006265
TU8758	
TU8761	
TU8762	
TU8763	
TU8765	
TU8764	GO:0009653,GO:0048468
TU8766	
TU8767	GO:0016021
TU8768	GO:0003723
TU8769	GO:0003723
TU8770	GO:0003723
TU8771	GO:0003723
TU8772	GO:0003723
TU8773	GO:0003723
TU8774	GO:0005634,GO:0005737,GO:0006511,GO:0019773
TU8777	GO:0004674,GO:0005524,GO:0006468,GO:0035556
TU8776	GO:0004674,GO:0005524,GO:0006468,GO:0035556
TU8781	
TU8775	GO:0047617
TU8778	GO:0009058,GO:0030170,GO:0036137,GO:0097053
TU8779	GO:0009058,GO:0030170,GO:0036137,GO:0097053
TU8780	GO:0009058,GO:0030170,GO:0036137,GO:0097053
TU8782	GO:0006575,GO:0016212,GO:0047804,GO:0070189,GO:0070548
TU8786	GO:0006575,GO:0009058,GO:0016212,GO:0030170,GO:0047804,GO:0070548,GO:0097052
TU8788	
TU8789	
TU8783	GO:0006575,GO:0009058,GO:0016212,GO:0030170,GO:0047804,GO:0070189,GO:0070548
TU8784	GO:0006575,GO:0009058,GO:0016212,GO:0030170,GO:0047804,GO:0070189,GO:0070548
TU8785	GO:0006575,GO:0009058,GO:0016212,GO:0030170,GO:0047804,GO:0070189,GO:0070548
TU8790	
TU8791	
TU8792	
TU8787	
TU8793	
TU8795	GO:0003677
TU8794	GO:0003677,GO:0005634
TU8796	
TU8797	
TU8798	GO:0003677,GO:0003678,GO:0005524,GO:0006289,GO:0006367,GO:0016887,GO:0032508
TU8799	GO:0003677,GO:0003678,GO:0005524,GO:0006289,GO:0006367,GO:0016887,GO:0032508
TU8801	GO:0003676,GO:0015074,GO:0042575
TU8800	GO:0003676,GO:0015074,GO:0042575
TU8802	
TU8803	GO:0000381,GO:0003729,GO:0005634,GO:0005737
TU8804	GO:0003723,GO:0110165
TU8805	GO:0003723,GO:0110165
TU8806	GO:0000381,GO:0003729,GO:0005634,GO:0005737,GO:0006355
TU8807	
TU8809	GO:0005515
TU8810	GO:0005515
TU8811	GO:0005515
TU8812	GO:0005515
TU8808	GO:0007034
TU8813	GO:0106035
TU8814	GO:0007059,GO:0106035
TU8815	GO:0000166,GO:0008796
TU8819	
TU8816	GO:0004829,GO:0005524,GO:0005737,GO:0006435
TU8817	GO:0004829,GO:0005524,GO:0005737,GO:0006435
TU8818	GO:0004829,GO:0005524,GO:0005737,GO:0006435
TU8820	GO:0005856,GO:0016567,GO:0046872,GO:0048513,GO:0048699,GO:0071944
TU8821	
TU8822	
TU8823	
TU8826	
TU8825	
TU8827	
TU8824	
TU8828	
TU8831	
TU8830	
TU8829	
TU8832	GO:0003723,GO:0005634,GO:0006397,GO:0008380
TU8834	GO:0003723,GO:0005634,GO:0006397,GO:0008380
TU8833	GO:0003723,GO:0005634,GO:0006397,GO:0008380
TU8835	
TU8836	GO:0006355
TU8838	
TU8837	GO:0000981,GO:0003677,GO:0005634,GO:0006357
TU8839	
TU8840	
TU8841	
TU8842	
TU8844	
TU8843	
TU8845	
TU8846	
TU8847	
TU8850	
TU8851	
TU8848	
TU8849	
TU8852	
TU8853	GO:0006355
TU8854	GO:0006355
TU8855	GO:0003735,GO:0006412,GO:0022627
TU8856	GO:0007049
TU8857	GO:0007049
TU8858	GO:0016021
TU8859	GO:0016021
TU8860	GO:0016021
TU8861	GO:0016021
TU8862	
TU8863	
TU8864	
TU8865	GO:0003676,GO:0003899,GO:0005665,GO:0005730,GO:0006351,GO:0006379,GO:0008270
TU8867	
TU8868	
TU8866	GO:0004618,GO:0005524,GO:0006096
TU8869	
TU8870	
TU8871	
TU8877	GO:0004689,GO:0005516,GO:0005524,GO:0005964,GO:0005978,GO:0006468
TU8878	GO:0004689,GO:0005516,GO:0005524,GO:0005964,GO:0005978,GO:0006468
TU8879	GO:0004689,GO:0005516,GO:0005524,GO:0005964,GO:0005978,GO:0006468
TU8880	GO:0004689,GO:0005516,GO:0005524,GO:0005964,GO:0005978,GO:0006468
TU8872	GO:0005739,GO:0008121,GO:0009987,GO:0016020,GO:0051537
TU8873	GO:0003779,GO:0030041,GO:0031267
TU8875	GO:0003779,GO:0030041,GO:0031267
TU8881	
TU8874	GO:0003779,GO:0030041,GO:0031267
TU8876	GO:0003779,GO:0030041,GO:0031267
TU8884	
TU8883	
TU8882	
TU8886	
TU8885	
TU8887	
TU8888	
TU8889	
TU8890	
TU8892	GO:0008270,GO:0016787
TU8893	GO:0008270,GO:0016787
TU8891	
TU8895	
TU8894	
TU8896	
TU8897	
TU8899	GO:0016021
TU8900	GO:0016021
TU8898	GO:0006508,GO:0008233
TU8901	
TU8902	
TU8903	
TU8904	
TU8905	
TU8906	
TU8908	
TU8907	
TU8909	
TU8912	GO:0016021
TU8911	GO:0016021
TU8914	GO:0016020
TU8916	
TU8920	
TU8921	
TU8922	
TU8910	GO:0016021
TU8913	GO:0016021
TU8919	
TU8917	GO:0016021
TU8915	GO:0016021
TU8923	GO:0003676
TU8925	GO:0003676
TU8924	GO:0003676
TU8918	GO:0003676,GO:0016020
TU8929	GO:0016740
TU8926	GO:0005737,GO:0006511,GO:0007275
TU8927	GO:0016740
TU8928	GO:0016740
TU8930	GO:0016740
TU8931	GO:0016021,GO:0022857,GO:0055085
TU8933	
TU8932	
TU8934	
TU8936	GO:0000981,GO:0003677,GO:0005634,GO:0006357,GO:0046872
TU8935	
TU8937	
TU8938	
TU8939	
TU8942	
TU8943	
TU8944	
TU8940	
TU8941	
TU8945	
TU8946	
TU8948	
TU8947	
TU8949	GO:0005509
TU8962	
TU8950	
TU8951	
TU8957	
TU8963	
TU8960	
TU8964	
TU8952	
TU8953	
TU8954	
TU8955	
TU8956	
TU8958	
TU8961	
TU8965	
TU8966	
TU8959	
TU8969	GO:0003723,GO:1990904
TU8970	GO:0003723,GO:1990904
TU8967	GO:0003723,GO:1990904
TU8968	GO:0003723,GO:1990904
TU8971	GO:0006357,GO:0016538,GO:0050790
TU8972	GO:0006357,GO:0016538,GO:0050790
TU8973	
TU8974	GO:0000225,GO:0005783,GO:0006506,GO:0016021
TU8983	GO:0016021
TU8984	GO:0016021
TU8977	
TU8975	
TU8976	
TU8978	
TU8979	GO:0000228,GO:0006338,GO:0070603
TU8988	
TU8985	
TU8986	
TU8987	
TU8981	GO:0016021
TU8982	GO:0016021
TU8980	GO:0016021
TU8989	
TU8992	
TU8990	
TU8991	
TU8994	
TU8993	
TU8995	
TU8999	GO:0004843,GO:0016579
TU8996	
TU8997	
TU8998	GO:0004843,GO:0016579
TU9000	
TU9001	
TU9002	
TU9004	GO:0003950
TU9003	GO:0003950
TU9005	GO:0005778,GO:0005789,GO:0016021,GO:0031410
TU9006	GO:0005778,GO:0005789,GO:0016021,GO:0031410
TU9007	
TU9012	GO:0005515,GO:0019222
TU9013	GO:0005515,GO:0019222
TU9015	
TU9014	GO:0005515,GO:0019222
TU9016	GO:0005515,GO:0019222
TU9008	
TU9009	
TU9010	
TU9011	
TU9017	
TU9018	
TU9019	GO:0016021,GO:0050909
TU9021	
TU9022	
TU9020	GO:0016021,GO:0050909
TU9023	
TU9030	
TU9029	
TU9024	
TU9025	
TU9026	
TU9028	
TU9027	
TU9031	
TU9032	GO:0005634,GO:0045892
TU9033	
TU9036	GO:0005509,GO:0005544
TU9037	GO:0005509,GO:0005544
TU9038	GO:0005509,GO:0005544
TU9039	GO:0005509,GO:0005544
TU9040	GO:0005509,GO:0005544
TU9041	GO:0005509,GO:0005544
TU9042	GO:0005509,GO:0005544
TU9034	GO:0005509,GO:0005544
TU9035	GO:0005509,GO:0005544
TU9043	GO:0005509,GO:0005544
TU9044	GO:0005509,GO:0005544
TU9045	GO:0005509,GO:0005544
TU9047	GO:0005109,GO:0005125,GO:0005615,GO:0030182,GO:0045165,GO:0060070
TU9051	
TU9050	
TU9049	
TU9052	
TU9048	
TU9046	
TU9053	GO:0000276,GO:0015078,GO:0015986
TU9055	GO:0003950
TU9056	GO:0003950
TU9057	GO:0003950
TU9054	GO:0003950
TU9058	GO:0005515
TU9063	GO:0005643,GO:0006913,GO:0015031,GO:0017056
TU9064	
TU9065	
TU9066	
TU9060	
TU9067	
TU9061	
TU9059	GO:0022857,GO:0055085
TU9062	
TU9068	
TU9069	
TU9072	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0016021,GO:0050911
TU9073	GO:0004984,GO:0005549,GO:0007608,GO:0016020,GO:0050896
TU9070	
TU9071	
TU9074	
TU9075	
TU9076	
TU9077	
TU9078	GO:0006508,GO:0046872,GO:0070006
TU9079	
TU9081	
TU9082	
TU9080	
TU9083	
TU9085	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU9086	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU9084	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU9087	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU9088	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU9089	GO:0005524,GO:0008559,GO:0016021,GO:0042908,GO:0055085
TU9090	
TU9091	
TU9092	
TU9100	
TU9096	
TU9095	
TU9099	
TU9097	
TU9098	
TU9093	
TU9094	
TU9101	
TU9105	
TU9104	
TU9102	GO:0003676
TU9103	GO:0003676
TU9106	GO:0000166,GO:0006807,GO:0008138,GO:0016311,GO:0016740,GO:0043170,GO:0044238
TU9107	
TU9109	
TU9108	
TU9110	
TU9111	GO:0005524,GO:0016021,GO:0016887,GO:0019829,GO:0098655
TU9112	GO:0005524,GO:0016021,GO:0016887,GO:0019829,GO:0098655
TU9114	GO:0005515
TU9115	GO:0005515
TU9116	
TU9113	
TU9117	
TU9118	GO:0000463,GO:0000466,GO:0005515,GO:0005654,GO:0005730,GO:0030687,GO:0043021
TU9119	
TU9120	
TU9121	GO:0000398,GO:0005681
TU9122	GO:0005829,GO:0005886
TU9123	GO:0005829,GO:0005886
TU9127	
TU9124	
TU9125	
TU9126	
TU9128	
TU9129	
TU9132	GO:0005634,GO:0006355,GO:0008270,GO:0009888,GO:0043565
TU9133	
TU9130	GO:0006355,GO:0043565
TU9131	GO:0006355,GO:0043565
TU9139	GO:0005245,GO:0005509,GO:0005765,GO:0016021,GO:0070588
TU9137	GO:0005245,GO:0005509,GO:0005765,GO:0016021,GO:0070588
TU9141	GO:0005245,GO:0005509,GO:0005765,GO:0016021,GO:0070588
TU9140	GO:0005245,GO:0005509,GO:0005765,GO:0016021,GO:0070588
TU9138	
TU9135	
TU9136	
TU9134	
TU9142	
TU9143	
TU9144	
TU9145	GO:0005515,GO:0005737,GO:0006915,GO:0016055,GO:0016491
TU9151	GO:0004222,GO:0008270
TU9149	GO:0004222,GO:0005576,GO:0006508,GO:0007229,GO:0008270,GO:0030198
TU9150	GO:0004222,GO:0005576,GO:0006508,GO:0007229,GO:0008270,GO:0030198
TU9147	
TU9148	GO:0000166,GO:0008796
TU9146	
TU9152	GO:0042302
TU9153	GO:0042302
TU9154	
TU9155	
TU9158	
TU9156	
TU9159	
TU9157	
TU9160	
TU9161	
TU9164	GO:0005509
TU9163	GO:0005509
TU9162	GO:0005509
TU9165	
TU9166	GO:0005515
TU9167	GO:0008134
TU9169	GO:0005515
TU9168	GO:0005515
TU9170	
TU9171	GO:0003735,GO:0005829,GO:0005840,GO:0006412
TU9172	
TU9192	GO:0004190,GO:0006508
TU9186	GO:0004190,GO:0006508
TU9189	GO:0004190,GO:0006508
TU9187	GO:0004190,GO:0006508
TU9191	GO:0004190,GO:0006508
TU9173	
TU9177	
TU9181	
TU9183	
TU9184	
TU9175	
TU9180	
TU9182	
TU9193	
TU9174	
TU9178	
TU9179	
TU9176	
TU9185	
TU9190	GO:0004190,GO:0006508
TU9188	GO:0004190,GO:0006508
TU9194	
TU9197	GO:0004190,GO:0006508
TU9196	
TU9195	
TU9198	
TU9199	GO:0004674,GO:0005524,GO:0006468
TU9200	GO:0004674,GO:0005524,GO:0006468
TU9202	
TU9201	
TU9204	
TU9203	
TU9205	
TU9206	
TU9208	GO:0001664,GO:0005615,GO:0007165,GO:0007589,GO:0008613
TU9207	
TU9210	GO:0016021
TU9209	
TU9211	GO:0016020
TU9212	GO:0003676,GO:0015074
TU9213	GO:0042575,GO:0044260
TU9215	GO:0008028,GO:0015718,GO:0016021,GO:0055085
TU9216	
TU9217	
TU9214	
TU9218	
TU9219	GO:0004854,GO:0004855,GO:0005506,GO:0005777,GO:0043546,GO:0051537,GO:0071949
TU9220	
TU9221	GO:0005515,GO:0005783,GO:0016020,GO:0016192
TU9222	
TU9223	GO:0004843,GO:0016579
TU9224	
TU9225	
TU9226	
TU9228	GO:0016020
TU9229	
TU9227	GO:0003676
TU9230	
TU9231	GO:0016021,GO:0050909
TU9232	
TU9233	
TU9234	
TU9235	
TU9236	
TU9237	GO:0003676
TU9239	
TU9238	
TU9243	GO:0052689
TU9245	GO:0052689
TU9240	GO:0052689
TU9241	GO:0052689
TU9244	GO:0052689
TU9242	GO:0052689
TU9246	GO:0005515,GO:0110165
TU9247	GO:0006355
TU9248	
TU9249	
TU9250	GO:0005515
TU9251	GO:0005515
TU9252	
TU9257	
TU9255	GO:0016787
TU9256	GO:0016787
TU9253	
TU9258	
TU9254	GO:0005515,GO:0016021
TU9260	
TU9259	
TU9261	
TU9262	GO:0006508,GO:0008234
TU9263	
TU9264	
TU9268	
TU9265	
TU9266	GO:0046872
TU9267	GO:0046872
TU9270	GO:0016020
TU9269	
TU9271	
TU9272	GO:0005743,GO:0006850,GO:0016021
TU9273	
TU9274	
TU9276	GO:0005763
TU9275	GO:0005763
TU9277	GO:0006886,GO:0006887,GO:0016020,GO:0031267,GO:0045202,GO:0046872
TU9278	GO:0006887,GO:0016020,GO:0031267
TU9279	GO:0006886,GO:0006887,GO:0016020,GO:0031267,GO:0045202,GO:0046872
TU9280	
TU9283	
TU9285	GO:0016614,GO:0050660
TU9284	GO:0016614,GO:0050660
TU9286	GO:0016614,GO:0050660
TU9281	
TU9282	
TU9287	
TU9288	
TU9289	GO:0003723
TU9290	
TU9291	GO:0003677,GO:0005730,GO:0006355,GO:0008134
TU9293	
TU9294	
TU9292	
TU9296	GO:0016020
TU9295	
TU9297	GO:0000813,GO:0015031,GO:0031902,GO:0046907
TU9298	GO:0016740
TU9299	GO:0016020
TU9300	
TU9301	
TU9302	
TU9303	
TU9304	
TU9306	GO:0005886,GO:0016021
TU9305	GO:0005886,GO:0016021
TU9308	GO:0003676
TU9307	GO:0003676
TU9309	
TU9310	
TU9311	
TU9312	
TU9313	
TU9314	
TU9315	
TU9316	
TU9317	GO:0004930,GO:0007166,GO:0007186,GO:0016021
TU9318	GO:0004930,GO:0007166,GO:0007186,GO:0016021
TU9319	GO:0004620
TU9320	GO:0004620
TU9321	GO:0004620
TU9322	
TU9323	
TU9324	
TU9325	
TU9327	
TU9326	
TU9328	
TU9329	GO:0004714,GO:0005509,GO:0005524,GO:0005887,GO:0007156,GO:0007169,GO:0018108,GO:0033674,GO:0043235
TU9334	GO:0004995,GO:0005887,GO:0007218
TU9333	GO:0004995,GO:0005887,GO:0007217,GO:0007218
TU9332	GO:0004995,GO:0005887,GO:0007217,GO:0007218
TU9339	
TU9335	
TU9340	
TU9336	
TU9337	
TU9338	
TU9331	GO:0004995,GO:0005887,GO:0007218
TU9330	GO:0004995,GO:0005887,GO:0007218
TU9341	
TU9342	GO:0005515,GO:0051301
TU9343	GO:0003730,GO:0005737,GO:0006397,GO:0006417,GO:0045182,GO:0046872
TU9344	GO:0003730,GO:0005737,GO:0006397,GO:0006417,GO:0045182,GO:0046872
TU9345	GO:0003730,GO:0005737,GO:0006397,GO:0006417,GO:0045182,GO:0046872
TU9346	GO:0003730,GO:0005737,GO:0006397,GO:0006417,GO:0045182,GO:0046872
TU9347	
TU9348	GO:0005779,GO:0016559
TU9349	GO:0000413,GO:0003755,GO:0006457
TU9351	
TU9352	
TU9350	
TU9354	
TU9353	GO:0003676,GO:0016021
TU9356	
TU9355	
TU9357	
TU9358	GO:0016021
TU9359	GO:0004222,GO:0006508,GO:0030198
TU9362	GO:0003677,GO:0006313,GO:0015074,GO:0016829
TU9363	GO:0003676,GO:0006807,GO:0016829,GO:0044237,GO:0044238,GO:0071704
TU9364	GO:0003677,GO:0006313,GO:0015074,GO:0016829
TU9360	GO:0003676,GO:0006259,GO:0016830,GO:0019752,GO:0036094,GO:0043168,GO:0043231
TU9361	GO:0003676,GO:0006807,GO:0016829,GO:0044237,GO:0044238,GO:0071704
TU9365	
TU9366	
TU9367	
TU9368	
TU9369	GO:0000413,GO:0003755
TU9370	GO:0000413,GO:0003755
TU9371	GO:0000413,GO:0003755
TU9372	GO:0031083
TU9373	GO:0031083
TU9374	GO:0031083
TU9375	GO:0031083
TU9376	
TU9377	
TU9378	
TU9384	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9385	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9386	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9387	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9388	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9389	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9390	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9391	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9392	GO:0003723,GO:0003951,GO:0004143,GO:0007205
TU9382	
TU9381	
TU9379	
TU9380	
TU9383	
TU9393	
TU9394	
TU9395	
TU9396	GO:0003676
TU9397	
TU9398	GO:0003684,GO:0006281,GO:0071897
TU9402	
TU9403	
TU9404	
TU9405	
TU9400	
TU9399	
TU9401	GO:0005743,GO:0005758,GO:0070469
TU9408	GO:0005515,GO:0005737
TU9406	GO:0005643,GO:0006913,GO:0033036,GO:0043170,GO:0071702,GO:0071705
TU9407	GO:0005643,GO:0006913,GO:0033036,GO:0043170,GO:0071702,GO:0071705
TU9410	GO:0005524,GO:0005737,GO:0005874,GO:0007018,GO:0008569,GO:0030286
TU9409	GO:0005524,GO:0005737,GO:0005874,GO:0007018,GO:0008569,GO:0030286
TU9411	
TU9413	
TU9414	
TU9415	
TU9412	
TU9416	
TU9417	
TU9418	
TU9419	
TU9420	
TU9421	
TU9422	GO:0051171,GO:0060255,GO:0080090
TU9424	GO:0005488,GO:0006974
TU9425	
TU9423	
TU9427	GO:0003676
TU9426	GO:0003676
TU9428	
TU9429	GO:0003676
TU9430	
TU9432	
TU9431	GO:0019222
TU9433	
TU9435	GO:0019222
TU9436	GO:0019222
TU9434	GO:0019222
TU9437	
TU9439	
TU9438	
TU9440	
TU9441	
TU9442	
TU9446	GO:0019222
TU9444	
TU9445	
TU9443	
TU9447	
TU9448	
TU9457	
TU9455	
TU9454	
TU9452	
TU9450	
TU9453	
TU9451	
TU9470	
TU9456	
TU9449	GO:0003677,GO:0006281,GO:0046872
TU9467	
TU9463	
TU9459	
TU9462	
TU9460	
TU9461	
TU9466	
TU9465	
TU9468	
TU9464	
TU9469	
TU9458	
TU9483	
TU9472	
TU9474	
TU9478	
TU9479	
TU9482	
TU9477	
TU9480	
TU9471	
TU9473	
TU9475	
TU9476	
TU9481	
TU9484	
TU9485	
TU9486	
TU9487	
TU9488	
TU9490	
TU9494	
TU9495	
TU9497	
TU9489	
TU9491	
TU9493	
TU9492	
TU9496	
TU9498	
TU9502	
TU9499	
TU9500	GO:0016020
TU9503	GO:0016020
TU9501	
TU9504	
TU9505	
TU9506	
TU9507	GO:0005524,GO:0016887
TU9508	GO:0005515,GO:0006325,GO:0006355,GO:0016887
TU9509	GO:0005515,GO:0006325,GO:0006355,GO:0016887
TU9510	GO:0005509
TU9511	GO:0005509
TU9512	
TU9513	GO:0042302
TU9514	GO:0042302
TU9515	
TU9516	GO:0000287,GO:0004170,GO:0006226,GO:0046081
TU9517	GO:0003735,GO:0005515,GO:0005634,GO:0005737,GO:0005840,GO:0006412
TU9519	GO:0000978,GO:0000981,GO:0006357,GO:0007179,GO:0008340,GO:0010507,GO:0030509,GO:0031490,GO:0048813,GO:0060395,GO:0070411,GO:0071144,GO:0090256
TU9518	GO:0003677,GO:0005515,GO:0005634,GO:0005667,GO:0005737,GO:0006355,GO:0007179,GO:0009791,GO:0046872,GO:0050793,GO:0051239
TU9523	
TU9524	
TU9525	
TU9520	
TU9521	
TU9531	
TU9532	
TU9522	
TU9526	
TU9528	
TU9527	
TU9529	
TU9530	
TU9533	
TU9534	
TU9542	
TU9543	
TU9537	
TU9538	
TU9539	
TU9540	
TU9541	
TU9548	
TU9547	
TU9545	
TU9544	
TU9546	
TU9535	GO:0005669,GO:0046982
TU9536	
TU9549	
TU9550	
TU9551	
TU9552	
TU9553	
TU9554	GO:0003676
TU9556	GO:0004180,GO:0006508,GO:0008237,GO:0008241,GO:0016020,GO:0046872
TU9555	GO:0004180,GO:0006508,GO:0008237,GO:0008241,GO:0016020,GO:0046872
TU9557	GO:0003676
TU9558	
TU9559	
TU9560	
TU9561	
TU9562	
TU9563	GO:0031110
TU9564	GO:0003676
TU9565	
TU9566	
TU9567	GO:0004803,GO:0006313,GO:0016020
TU9568	GO:0004803,GO:0006313,GO:0016020
TU9569	GO:0004803,GO:0006313,GO:0016020
TU9570	
TU9571	GO:0003676
TU9572	
TU9573	
TU9574	
TU9576	
TU9578	
TU9575	
TU9577	
TU9579	GO:0016021,GO:0022857,GO:0055085
TU9580	
TU9581	
TU9582	GO:0006355
TU9584	
TU9585	GO:0006355
TU9586	GO:0006355
TU9587	GO:0006355
TU9588	GO:0006355
TU9590	
TU9591	
TU9593	GO:0006355
TU9595	
TU9583	GO:0006355
TU9589	GO:0006355
TU9592	GO:0006355
TU9594	
TU9596	GO:0005488,GO:0044260
TU9597	GO:0097159,GO:1901363
TU9598	
TU9599	
TU9600	
TU9601	
TU9602	
TU9604	
TU9607	
TU9606	
TU9603	
TU9605	
TU9608	
TU9611	GO:0016021
TU9613	
TU9609	GO:0003723
TU9610	GO:0003723
TU9612	
TU9614	
TU9616	GO:0005759,GO:0006974,GO:0051213,GO:1902445
TU9617	
TU9620	GO:0004252,GO:0006508
TU9621	GO:0004252,GO:0006508
TU9622	GO:0004252,GO:0006508
TU9623	GO:0004252,GO:0006508
TU9624	GO:0004252,GO:0006508
TU9625	
TU9615	GO:0003735,GO:0005840,GO:0006412
TU9618	GO:0004252,GO:0006508
TU9619	GO:0004252,GO:0006508
TU9628	GO:0004252,GO:0006508
TU9626	GO:0003723,GO:0045892,GO:0046872
TU9627	GO:0003723,GO:0045892,GO:0046872
TU9630	
TU9631	
TU9632	
TU9629	
TU9633	GO:0003924,GO:0005525,GO:0005764,GO:0005770,GO:0008333,GO:0045335,GO:0090385
TU9635	GO:0004864,GO:0009966,GO:0043086,GO:0043666
TU9634	GO:0004864,GO:0009966,GO:0043086,GO:0043666
TU9636	
TU9637	
TU9638	
TU9639	
TU9643	
TU9641	
TU9644	
TU9645	
TU9646	
TU9647	
TU9648	
TU9642	
TU9649	
TU9640	
TU9650	
TU9651	
TU9653	GO:0016301,GO:0016310,GO:0032958
TU9652	GO:0016301,GO:0016310,GO:0032958
TU9655	
TU9654	
TU9658	GO:0005267,GO:0016020,GO:0071805
TU9657	
TU9656	
TU9659	
TU9660	GO:0005856,GO:0009887,GO:0030182,GO:0035332,GO:0098592
TU9661	GO:0005515,GO:0005856
TU9664	GO:0005515,GO:0005856
TU9665	GO:0005515,GO:0005856
TU9663	GO:0016740
TU9662	GO:0016740
TU9675	GO:0005634,GO:0006281,GO:0030915
TU9676	GO:0005634,GO:0006281,GO:0030915
TU9674	GO:0005634,GO:0006281,GO:0030915
TU9673	GO:0005634,GO:0006281,GO:0030915
TU9677	GO:0005634,GO:0006281,GO:0030915
TU9666	
TU9678	GO:0005634,GO:0006281,GO:0030915
TU9679	GO:0006457,GO:0016021
TU9667	GO:0004814,GO:0005524,GO:0006420
TU9668	GO:0004814,GO:0005524,GO:0006420
TU9669	GO:0046983
TU9670	GO:0046983
TU9671	GO:0046983
TU9680	
TU9672	
TU9681	GO:0016021
TU9682	
TU9683	
TU9684	
TU9685	GO:0003676
TU9686	GO:0005344,GO:0015671,GO:0019825,GO:0020037,GO:0046872
TU9688	
TU9687	GO:0005737,GO:0006511,GO:0007275
TU9689	GO:0005737,GO:0006511,GO:0007275
TU9690	
TU9691	
TU9692	
TU9693	
TU9694	
TU9695	GO:0003723
TU9698	GO:0004843,GO:0006511,GO:0016579
TU9696	
TU9697	
